"adm_0_name","adm_1_name","adm_2_name","full_name","ISO_A0","FAO_GAUL_code","RNE_iso_code","IBGE_code","calendar_start_date","calendar_end_date","Year","dengue_total","case_definition_standardised","S_res","T_res","UUID"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-06-04","2017-06-10",2017,10521,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-23"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-06-11","2017-06-17",2017,8417,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-24"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-06-18","2017-06-24",2017,7801,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-25"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-06-25","2017-07-01",2017,6596,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-26"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-07-02","2017-07-08",2017,5266,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-27"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-07-09","2017-07-15",2017,4832,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-28"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-07-16","2017-07-22",2017,4220,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-29"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-07-23","2017-07-29",2017,4011,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-30"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-07-30","2017-08-05",2017,4260,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-31"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-08-06","2017-08-12",2017,4064,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-32"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-08-13","2017-08-19",2017,3971,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-33"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-08-20","2017-08-26",2017,4055,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-34"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-08-27","2017-09-02",2017,4083,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-35"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-09-03","2017-09-09",2017,3936,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-36"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-09-10","2017-09-16",2017,4843,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-37"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-09-17","2017-09-23",2017,4998,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-38"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-09-24","2017-09-30",2017,4721,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-39"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-10-01","2017-10-07",2017,5060,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-40"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-10-08","2017-10-14",2017,5067,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-41"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-10-15","2017-10-21",2017,5520,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-42"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-10-22","2017-10-28",2017,4896,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-43"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-10-29","2017-11-04",2017,4655,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-44"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-11-05","2017-11-11",2017,5204,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-45"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-11-12","2017-11-18",2017,5111,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-46"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-11-19","2017-11-25",2017,5014,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-47"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-11-26","2017-12-02",2017,5294,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-48"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-12-03","2017-12-09",2017,5252,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-49"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-12-10","2017-12-16",2017,5201,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-50"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-12-17","2017-12-23",2017,3905,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-51"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-12-24","2017-12-30",2017,2240,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-52"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2017-12-31","2018-01-06",2017,7588,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-01"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-01-07","2018-01-13",2018,9052,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-02"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-01-14","2018-01-20",2018,11169,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-03"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-01-21","2018-01-27",2018,10692,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-04"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-01-28","2018-02-03",2018,11348,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-05"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-02-04","2018-02-10",2018,10088,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-06"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-02-11","2018-02-17",2018,10947,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-07"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-02-18","2018-02-24",2018,12141,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-08"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-02-25","2018-03-03",2018,13366,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-09"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-03-04","2018-03-10",2018,14537,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-10"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-03-11","2018-03-17",2018,14536,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-11"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-03-18","2018-03-24",2018,14432,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-12"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-03-25","2018-03-31",2018,13743,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-13"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-04-01","2018-04-07",2018,17750,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-04-08","2018-04-14",2018,18769,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-15"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-04-15","2018-04-21",2018,18219,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-16"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-04-22","2018-04-28",2018,15180,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-17"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-04-29","2018-05-05",2018,16547,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-18"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-05-06","2018-05-12",2018,15782,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-19"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-05-13","2018-05-19",2018,13836,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-20"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-05-20","2018-05-26",2018,11126,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-21"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-05-27","2018-06-02",2018,9032,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-22"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-06-03","2018-06-09",2018,8745,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-23"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-06-10","2018-06-16",2018,8748,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-24"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-06-17","2018-06-23",2018,7586,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-25"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-06-24","2018-06-30",2018,6455,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-26"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-07-01","2018-07-07",2018,6360,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-27"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-07-08","2018-07-14",2018,5513,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-28"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-07-15","2018-07-21",2018,5693,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-29"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-07-22","2018-07-28",2018,4875,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-30"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-07-29","2018-08-04",2018,4790,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-31"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-08-05","2018-08-11",2018,4538,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-32"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-08-12","2018-08-18",2018,4479,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-33"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-08-19","2018-08-25",2018,4420,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-34"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-08-26","2018-09-01",2018,3965,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-35"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-09-02","2018-09-08",2018,3437,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-36"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-09-09","2018-09-15",2018,3906,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-37"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-09-16","2018-09-22",2018,4042,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-38"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-09-23","2018-09-29",2018,4076,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-39"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-09-30","2018-10-06",2018,4436,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-40"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-10-07","2018-10-13",2018,4342,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-41"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-10-14","2018-10-20",2018,5079,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-42"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-10-21","2018-10-27",2018,4907,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-43"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-10-28","2018-11-03",2018,5174,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-44"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-11-04","2018-11-10",2018,5741,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-45"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-11-11","2018-11-17",2018,5783,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-46"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-11-18","2018-11-24",2018,6951,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-47"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-11-25","2018-12-01",2018,7890,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-48"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-12-02","2018-12-08",2018,8495,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-49"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-12-09","2018-12-15",2018,9581,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-50"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-12-16","2018-12-22",2018,7742,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-51"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-12-23","2018-12-29",2018,4697,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-52"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2018-12-30","2019-01-05",2018,15531,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-01"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-01-06","2019-01-12",2019,19201,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-02"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-01-13","2019-01-19",2019,22899,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-03"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-01-20","2019-01-26",2019,29392,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-04"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-01-27","2019-02-02",2019,35459,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-05"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-02-03","2019-02-09",2019,41681,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-06"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-02-10","2019-02-16",2019,47562,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-07"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-02-17","2019-02-23",2019,51565,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-08"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-02-24","2019-03-02",2019,50717,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-09"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-03-03","2019-03-09",2019,56860,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-10"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-03-10","2019-03-16",2019,70841,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-11"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-03-17","2019-03-23",2019,83852,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-12"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-03-24","2019-03-30",2019,94505,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-13"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-03-31","2019-04-06",2019,106260,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-04-07","2019-04-13",2019,113990,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-15"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-04-14","2019-04-20",2019,117159,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-16"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-04-21","2019-04-27",2019,133081,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-17"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-04-28","2019-05-04",2019,136886,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-18"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-05-05","2019-05-11",2019,142057,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-19"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-05-12","2019-05-18",2019,132273,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-20"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-05-19","2019-05-25",2019,112621,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-21"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-05-26","2019-06-01",2019,92948,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-22"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-06-02","2019-06-08",2019,72606,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-23"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-06-09","2019-06-15",2019,58074,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-24"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-06-16","2019-06-22",2019,43812,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-25"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-06-23","2019-06-29",2019,38274,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-26"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-06-30","2019-07-06",2019,29881,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-27"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-07-07","2019-07-13",2019,23417,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-28"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-07-14","2019-07-20",2019,19156,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-29"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-07-21","2019-07-27",2019,16546,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-30"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-07-28","2019-08-03",2019,14829,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-31"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-08-04","2019-08-10",2019,13716,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-32"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-08-11","2019-08-17",2019,12001,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-33"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-08-18","2019-08-24",2019,11026,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-34"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-08-25","2019-08-31",2019,10321,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-35"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-09-01","2019-09-07",2019,10114,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-36"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-09-08","2019-09-14",2019,10540,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-37"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-09-15","2019-09-21",2019,10031,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-38"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-09-22","2019-09-28",2019,8654,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-39"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-09-29","2019-10-05",2019,9522,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-40"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-10-06","2019-10-12",2019,9177,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-41"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-10-13","2019-10-19",2019,9475,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-42"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-10-20","2019-10-26",2019,9208,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-43"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-10-27","2019-11-02",2019,9717,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-44"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-11-03","2019-11-09",2019,10381,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-45"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-11-10","2019-11-16",2019,10273,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-46"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-11-17","2019-11-23",2019,11432,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-47"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-11-24","2019-11-30",2019,11557,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-48"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-12-01","2019-12-07",2019,13064,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-49"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-12-08","2019-12-14",2019,14168,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-50"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-12-15","2019-12-21",2019,12624,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-51"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-12-22","2019-12-28",2019,7634,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-52"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2019-12-29","2020-01-04",2019,20844,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-01"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2020-01-05","2020-01-11",2020,29832,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-02"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2020-01-12","2020-01-18",2020,39023,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-03"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2020-01-19","2020-01-25",2020,49316,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-04"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2020-01-26","2020-02-01",2020,55382,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-05"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2020-02-02","2020-02-08",2020,70274,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-06"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2020-02-09","2020-02-15",2020,82547,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-07"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2020-02-16","2020-02-22",2020,74870,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-08"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2020-02-23","2020-02-29",2020,77483,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-09"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2020-03-01","2020-03-07",2020,87317,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-10"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2020-03-08","2020-03-14",2020,83039,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-11"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2020-03-15","2020-03-21",2020,59658,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-12"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2020-03-22","2020-03-28",2020,52426,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-13"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2020-03-29","2020-04-04",2020,52969,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-14"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2020-04-05","2020-04-11",2020,52863,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-15"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2020-04-12","2020-04-18",2020,52828,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-16"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2020-04-19","2020-04-25",2020,49431,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-17"
"BRAZIL",NA,NA,"BRAZIL","BRA",37,"BRA",NA,"2020-04-26","2020-05-02",2020,46217,"Total","Admin0","Week","WHOPAHO-ALL-20142022-W01-18"
